drug,miRNA,disease
DB00331,let-7e,D015433
DB00331,let-7e,D009767
DB00331,let-7e,D001281
DB00331,let-7e,D003928
DB00331,let-7e,D001228
DB00331,let-7e,D020370
DB00331,let-7e,D006457
DB00331,let-7e,D000751
DB00331,let-7e,D020371
DB00331,let-7e,D010182
DB00331,let-7e,D011230
DB00331,let-7e,D007333
DB00331,let-7e,D001008
DB00331,let-7e,D001523
DB00331,let-7e,D010922
DB00331,let-7e,D019970
DB00331,let-7e,D011658
DB00331,let-7e,D019636
DB00331,let-7e,D004314
DB00331,let-7e,D003922
DB00331,let-7e,D008107
DB00331,let-7e,D000163
DB00331,let-7e,D006509
DB00331,let-7e,D020345
DB00331,let-7e,D005922
DB00331,let-7e,D012128
DB00331,let-7e,D005355
DB00331,let-7e,D001327
DB00331,let-7e,D055370
DB00331,let-7e,D000437
DB00331,let-7e,D005909
DB00331,let-7e,D012595
DB00331,let-7e,D058065
DB00331,let-7e,D020961
DB00331,let-7e,D011832
DB00331,let-7e,D050197
DB00331,let-7e,D008269
DB00331,let-7e,D016403
DB00331,let-7e,D002545
DB00331,let-7e,D002972
DB00331,let-7e,D054990
DB00331,let-7e,D016889
DB00331,let-7e,D009157
DB00331,let-7e,D000026
DB00331,let-7e,D006973
DB00331,let-7e,D058226
DB00331,let-7e,D000077192
DB00331,let-7e,D015212
DB00331,let-7e,D020388
DB00331,let-7e,D015428
DB00331,let-7e,D008659
DB00331,let-7e,D017379
DB00331,let-7e,D010190
DB00331,let-7e,D009062
DB00331,let-7e,D014029
DB00331,let-7e,D002292
DB00331,let-7e,D002295
DB00331,let-7e,D000083242
DB00331,let-7e,D000236
DB00331,let-7e,D060825
DB00331,let-7e,D014397
DB00331,let-7e,D009103
DB00331,let-7e,D003424
DB00331,let-7e,D013921
DB00331,let-7e,D011655
DB00331,let-7e,D015535
DB00331,let-7e,D053201
DB00331,let-7e,D015464
DB00331,let-7e,D012859
DB00331,let-7e,D003324
DB00331,let-7e,D004715
DB00331,let-7e,D054198
DB00331,let-7e,D003327
DB00331,let-7e,D004833
DB00331,let-7e,D004827
DB00331,let-7e,D005317
DB00331,let-7e,D006976
DB00331,let-7e,D016543
DB00331,let-7e,D015470
DB00331,let-7e,D008527
DB00331,let-7e,D002294
DB00331,let-7e,D052016
DB00331,let-7e,D065626
DB00331,let-7e,D009447
DB00331,let-7e,D006223
DB00331,let-7e,D016393
DB00331,let-7e,D063647
DB00331,let-7e,D002446
DB00331,let-7e,D014277
DB00331,let-7e,D002280
DB00331,let-7e,D017545
DB00331,let-7e,D010534
DB00331,let-7e,D015427
DB00331,let-7e,D014605
DB00331,let-7e,D017086
DB00331,let-7e,D003072
DB00331,let-7e,D005706
DB00331,let-7e,D000860
DB00331,let-7e,D002278
DB00331,let-7e,D007511
DB00331,let-7e,D013272
DB00331,let-7e,D008288
DB00331,let-7e,D003876
DB00331,let-7e,D010001
DB00331,let-7e,D007248
DB00331,let-7e,D000755
DB00331,let-7e,D054058
DB00331,let-7e,D004938
DB00331,let-7e,D004719
DB00331,let-7e,D011014
DB00331,let-7e,D050171
DB00331,let-7e,D000690
DB00331,let-7e,D011470
DB00331,let-7e,D009202
DB00331,let-7e,D014947
DB00331,let-7e,D014652
DB00331,let-7e,D056735
DB00331,let-7e,D010518
DB00331,let-7e,D008180
DB00331,let-7d,D003920
DB00331,let-7d,D010003
DB00331,let-7d,D002357
DB00331,let-7d,D058186
DB00331,let-7d,D005757
DB00331,let-7d,D000072716
DB00331,let-7d,D006967
DB00331,let-7d,D003872
DB00331,let-7d,D020964
DB00331,let-7d,D000795
DB00331,let-7d,D010024
DB00331,let-7d,D000086382
DB00331,let-7d,D000072660
DB00331,let-7d,D008171
DB00331,let-7d,D018239
DB00331,let-7d,D010300
DB00331,let-7d,D008545
DB00331,let-7d,D003110
DB00331,let-7d,D012516
DB00331,let-7d,D017544
DB00331,let-7d,D014657
DB00331,let-7d,D004769
DB00331,let-7d,D006949
DB00331,let-7d,D008228
DB00331,let-7d,D008113
DB00331,let-7d,D008103
DB00331,let-7d,D018281
DB00331,let-7d,D002658
DB00331,let-7d,D006333
DB00331,let-7d,D003930
DB00331,let-7d,D006689
DB00331,let-7d,D058922
DB00331,let-7d,D009298
DB00331,let-7d,D002561
DB00331,let-7d,D014376
DB00331,let-7d,D066126
DB00331,let-7d,D013119
DB00331,let-7d,D007674
DB00331,let-7d,D011236
DB00331,let-7d,D010520
DB00331,let-7d,D006526
DB00331,let-7d,D016640
DB00331,let-7d,D053713
DB00331,let-7d,D024821
DB00331,let-7d,D006323
DB00331,let-7d,D008223
DB00331,let-7d,D015459
DB00331,let-7d,D009133
DB00331,let-7d,D001749
DB00331,let-7d,D003865
DB00331,let-7d,D029424
DB00331,let-7d,D064726
DB00331,let-7d,D015433
DB00331,let-7d,D009767
DB00331,let-7d,D001281
DB00331,let-7d,D003928
DB00331,let-7d,D007249
DB00331,let-7d,D001022
DB00331,let-7d,D015451
DB00331,let-7d,D055959
DB00331,let-7d,D012164
DB00331,let-7d,D006332
DB00331,let-7d,D000075222
DB00331,let-7d,D013964
DB00331,let-7d,D000077274
DB00331,let-7d,D007938
DB00331,let-7d,D006402
DB00331,let-7d,D010911
DB00331,let-7d,D012509
DB00331,let-7d,D018218
DB00331,let-7d,D001289
DB00331,let-7d,D012173
DB00331,let-7d,D058249
DB00331,let-7d,D004806
DB00331,let-7d,D020961
DB00331,let-7d,D011832
DB00331,let-7d,D050197
DB00331,let-7d,D008269
DB00331,let-7d,D016403
DB00331,let-7d,D002545
DB00331,let-7d,D002972
DB00331,let-7d,D054990
DB00331,let-7d,D016889
DB00331,let-7d,D009157
DB00331,let-7d,D000026
DB00331,let-7d,D006973
DB00331,let-7d,D058226
DB00331,let-7d,D000077192
DB00331,let-7d,D015212
DB00331,let-7d,D020388
DB00331,let-7d,D015428
DB00331,let-7d,D008659
DB00331,let-7d,D017379
DB00331,let-7d,D010190
DB00331,let-7d,D009062
DB00331,let-7d,D014029
DB00331,let-7d,D002292
DB00331,let-7d,D002295
DB00331,let-7d,D000083242
DB00331,let-7d,D000236
DB00331,let-7d,D060825
DB00331,let-7d,D014397
DB00331,let-7d,D009103
DB00331,let-7d,D003424
DB00331,let-7d,D013921
DB00331,let-7d,D011655
DB00331,let-7d,D015535
DB00331,let-7d,D053201
DB00331,let-7d,D015464
DB00331,let-7d,D012859
DB00331,let-7d,D003324
DB00331,let-7d,D004715
DB00331,let-7d,D054198
DB00331,let-7d,D003327
DB00331,let-7d,D004833
DB00331,let-7d,D004827
DB00331,let-7d,D005317
DB00331,let-7d,D006976
DB00331,let-7d,D016543
DB00331,let-7d,D015470
DB00331,let-7d,D008527
DB00331,let-7d,D002294
DB00331,let-7d,D052016
DB00331,let-7d,D065626
DB00331,let-7d,D009447
DB00331,let-7d,D006223
DB00331,let-7d,D016393
DB00331,let-7d,D063647
DB00331,let-7d,D002446
DB00331,let-7d,D014277
DB00331,let-7d,D002280
DB00331,let-7d,D017545
DB00331,let-7d,D010534
DB00331,let-7d,D015427
DB00331,let-7d,D014605
DB00331,let-7d,D017086
DB00331,let-7d,D003072
DB00331,let-7d,D005706
DB00331,let-7d,D000860
DB00331,let-7d,D002278
DB00331,let-7d,D007511
DB00331,let-7d,D013272
DB00331,let-7d,D008288
DB00331,let-7d,D003876
DB00331,let-7d,D010001
DB00331,let-7d,D007248
DB00331,let-7d,D000755
DB00331,let-7d,D054058
DB00331,let-7d,D004938
DB00331,let-7d,D004719
DB00331,let-7d,D011014
DB00331,let-7d,D050171
DB00331,let-7d,D000690
DB00331,let-7d,D011470
DB00331,let-7d,D009202
DB00331,let-7d,D014947
DB00331,let-7d,D014652
DB00331,let-7d,D056735
DB00331,let-7d,D010518
DB00331,let-7d,D008180
DB00331,let-7c,D034701
DB00331,let-7c,D006566
DB00331,let-7c,D056770
DB00331,let-7c,D000795
DB00331,let-7c,D012175
DB00331,let-7c,D007822
DB00331,let-7c,D014376
DB00331,let-7c,D011236
DB00331,let-7c,D050500
DB00331,let-7c,D001228
DB00331,let-7c,D020370
DB00331,let-7c,D006457
DB00331,let-7c,D000751
DB00331,let-7c,D020371
DB00331,let-7c,D018218
DB00331,let-7c,D001289
DB00331,let-7c,D012173
DB00331,let-7c,D058249
DB00331,let-7c,D004806
DB00331,let-7c,C537017
DB00331,let-7c,C536494
DB00331,let-7c,D009442
DB00331,let-7c,D009456
DB00331,let-7c,D006561
DB00331,let-7c,D059226
DB00331,let-7c,C535531
DB00331,let-7c,C562602
DB00331,let-7c,D014929
DB00331,let-7c,D018269
DB00331,let-7c,D014890
DB00331,let-7c,D065627
DB00331,let-7c,D003323
DB00331,let-7c,D009080
DB00331,let-7c,D057765
DB00331,let-7c,C536629
DB00331,let-7c,D018979
DB00331,let-7c,D055113
DB00331,let-7b,D034701
DB00331,let-7b,D006566
DB00331,let-7b,D056770
DB00331,let-7b,D000795
DB00331,let-7b,D012175
DB00331,let-7b,D007822
DB00331,let-7b,D010505
DB00331,let-7b,D014376
DB00331,let-7b,D011236
DB00331,let-7b,D001661
DB00331,let-7b,D050500
DB00331,let-7b,D001228
DB00331,let-7b,D020370
DB00331,let-7b,D006457
DB00331,let-7b,D000751
DB00331,let-7b,D020371
DB00331,let-7b,D018218
DB00331,let-7b,D058249
DB00331,let-7b,D004806
DB00331,let-7b,D064129
DB00331,let-7b,D011671
DB00331,let-7b,C535608
DB00331,let-7b,C535531
DB00331,let-7b,C562602
DB00331,let-7b,D014929
DB00331,let-7b,D018269
DB00331,let-7b,D014890
DB00331,let-7b,D065627
DB00331,let-7b,D003323
DB00331,let-7b,D009080
DB00331,let-7b,D057765
DB00331,let-7b,D018979
DB00331,let-7b,D055113
DB00331,let-7g,D003920
DB00331,let-7g,D010003
DB00331,let-7g,D002357
DB00331,let-7g,D001943
DB00331,let-7g,D009203
DB00331,let-7g,D058186
DB00331,let-7g,D009765
DB00331,let-7g,D005757
DB00331,let-7g,D000072716
DB00331,let-7g,D006967
DB00331,let-7g,D003872
DB00331,let-7g,D000077273
DB00331,let-7g,D020964
DB00331,let-7g,D000077277
DB00331,let-7g,D012559
DB00331,let-7g,D010051
DB00331,let-7g,D002583
DB00331,let-7g,D000086382
DB00331,let-7g,D003924
DB00331,let-7g,D000072660
DB00331,let-7g,D008171
DB00331,let-7g,D002289
DB00331,let-7g,D000077195
DB00331,let-7g,D018239
DB00331,let-7g,D010300
DB00331,let-7g,D008545
DB00331,let-7g,D018805
DB00331,let-7g,D007822
DB00331,let-7g,D017544
DB00331,let-7g,D014657
DB00331,let-7g,D001249
DB00331,let-7g,D004769
DB00331,let-7g,D006949
DB00331,let-7g,D008228
DB00331,let-7g,D008103
DB00331,let-7g,D002296
DB00331,let-7g,D006333
DB00331,let-7g,D008268
DB00331,let-7g,D003930
DB00331,let-7g,D006689
DB00331,let-7g,D058922
DB00331,let-7g,D009298
DB00331,let-7g,D001172
DB00331,let-7g,D002561
DB00331,let-7g,D009190
DB00331,let-7g,D010505
DB00331,let-7g,D066126
DB00331,let-7g,D013119
DB00331,let-7g,D009101
DB00331,let-7g,D007674
DB00331,let-7g,D010520
DB00331,let-7g,D006526
DB00331,let-7g,D016640
DB00331,let-7g,D011471
DB00331,let-7g,D002318
DB00331,let-7g,D007246
DB00331,let-7g,D053713
DB00331,let-7g,D002779
DB00331,let-7g,D024821
DB00331,let-7g,D005910
DB00331,let-7g,D000081029
DB00331,let-7g,D009133
DB00331,let-7g,D003865
DB00331,let-7g,D029424
DB00331,let-7g,D064726
DB00331,let-7g,D015433
DB00331,let-7g,D009767
DB00331,let-7g,D001281
DB00331,let-7g,D003928
DB00331,let-7g,D007249
DB00331,let-7g,D001022
DB00331,let-7g,D015451
DB00331,let-7g,D055959
DB00331,let-7g,D006332
DB00331,let-7g,D000075222
DB00331,let-7g,D007938
DB00331,let-7g,D006402
DB00331,let-7g,D010911
DB00331,let-7g,D011085
DB00331,let-7g,D012509
DB00331,let-7g,D010182
DB00331,let-7g,D011230
DB00331,let-7g,D007333
DB00331,let-7g,D001008
DB00331,let-7g,D001523
DB00331,let-7g,D010922
DB00331,let-7g,D019970
DB00331,let-7g,D011658
DB00331,let-7g,D019636
DB00331,let-7g,D004314
DB00331,let-7g,D003922
DB00331,let-7g,D008107
DB00331,let-7g,D000163
DB00331,let-7g,D006509
DB00331,let-7g,D020345
DB00331,let-7g,D005922
DB00331,let-7g,D012128
DB00331,let-7g,D005355
DB00331,let-7g,D001327
DB00331,let-7g,D055370
DB00331,let-7g,D000437
DB00331,let-7g,D012595
DB00331,let-7g,D058065
DB00331,let-7g,D020961
DB00331,let-7g,D011832
DB00331,let-7g,D008269
DB00331,let-7g,D002545
DB00331,let-7g,D002972
DB00331,let-7g,D054990
DB00331,let-7g,D016889
DB00331,let-7g,D009157
DB00331,let-7g,D000026
DB00331,let-7g,D058226
DB00331,let-7g,D000077192
DB00331,let-7g,D015212
DB00331,let-7g,D020388
DB00331,let-7g,D015428
DB00331,let-7g,D008659
DB00331,let-7g,D017379
DB00331,let-7g,D010190
DB00331,let-7g,D009062
DB00331,let-7g,D014029
DB00331,let-7g,D002295
DB00331,let-7g,D000236
DB00331,let-7g,D060825
DB00331,let-7g,D014397
DB00331,let-7g,D009103
DB00331,let-7g,D003424
DB00331,let-7g,D013921
DB00331,let-7g,D011655
DB00331,let-7g,D015535
DB00331,let-7g,D053201
DB00331,let-7g,D015464
DB00331,let-7g,D012859
DB00331,let-7g,D003324
DB00331,let-7g,D004715
DB00331,let-7g,D054198
DB00331,let-7g,D003327
DB00331,let-7g,D004833
DB00331,let-7g,D004827
DB00331,let-7g,D006976
DB00331,let-7g,D016543
DB00331,let-7g,D015470
DB00331,let-7g,D008527
DB00331,let-7g,D002294
DB00331,let-7g,D052016
DB00331,let-7g,D065626
DB00331,let-7g,D009447
DB00331,let-7g,C535531
DB00331,let-7g,C562602
DB00331,let-7g,D014929
DB00331,let-7g,D018269
DB00331,let-7g,D000860
DB00331,let-7g,D002278
DB00331,let-7g,D007511
DB00331,let-7g,D013272
DB00331,let-7g,D008288
DB00331,let-7g,D003876
DB00331,let-7g,D010001
DB00331,let-7g,D007248
DB00331,let-7g,D000755
DB00331,let-7g,D054058
DB00331,let-7g,D004938
DB00331,let-7g,D004719
DB00331,let-7g,D011014
DB00331,let-7g,D050171
DB00331,let-7g,D000690
DB00331,let-7g,D011470
DB00331,let-7g,D009202
DB00331,let-7g,D014947
DB00331,let-7g,D014652
DB00331,let-7g,D056735
DB00331,let-7g,D010518
DB00331,let-7g,D008180
DB00331,let-7i,D003920
DB00331,let-7i,D010003
DB00331,let-7i,D002357
DB00331,let-7i,D009765
DB00331,let-7i,D005757
DB00331,let-7i,D000072716
DB00331,let-7i,D056770
DB00331,let-7i,D006967
DB00331,let-7i,D003872
DB00331,let-7i,D000077273
DB00331,let-7i,D020964
DB00331,let-7i,D000077277
DB00331,let-7i,D011225
DB00331,let-7i,D012559
DB00331,let-7i,D010024
DB00331,let-7i,D000086382
DB00331,let-7i,D000072660
DB00331,let-7i,D008171
DB00331,let-7i,D000077195
DB00331,let-7i,D018239
DB00331,let-7i,D010300
DB00331,let-7i,D003110
DB00331,let-7i,D018805
DB00331,let-7i,D007822
DB00331,let-7i,D012516
DB00331,let-7i,D017544
DB00331,let-7i,D014657
DB00331,let-7i,D004769
DB00331,let-7i,D006949
DB00331,let-7i,D008228
DB00331,let-7i,D008113
DB00331,let-7i,D008103
DB00331,let-7i,D018281
DB00331,let-7i,D002296
DB00331,let-7i,D002658
DB00331,let-7i,D006333
DB00331,let-7i,D013274
DB00331,let-7i,D008268
DB00331,let-7i,D003930
DB00331,let-7i,D006689
DB00331,let-7i,D002386
DB00331,let-7i,D000077216
DB00331,let-7i,D058922
DB00331,let-7i,D009298
DB00331,let-7i,D001172
DB00331,let-7i,D002561
DB00331,let-7i,D009190
DB00331,let-7i,D014376
DB00331,let-7i,D066126
DB00331,let-7i,D013119
DB00331,let-7i,D009101
DB00331,let-7i,D007674
DB00331,let-7i,D010520
DB00331,let-7i,D016640
DB00331,let-7i,D011471
DB00331,let-7i,D002318
DB00331,let-7i,D007246
DB00331,let-7i,D053713
DB00331,let-7i,D002779
DB00331,let-7i,D024821
DB00331,let-7i,D006323
DB00331,let-7i,D005910
DB00331,let-7i,D000081029
DB00331,let-7i,D008223
DB00331,let-7i,D015459
DB00331,let-7i,D009133
DB00331,let-7i,D003865
DB00331,let-7i,D029424
DB00331,let-7i,D064726
DB00331,let-7i,D015433
DB00331,let-7i,D009767
DB00331,let-7i,D001281
DB00331,let-7i,D007249
DB00331,let-7i,D001022
DB00331,let-7i,D015451
DB00331,let-7i,D055959
DB00331,let-7i,D012164
DB00331,let-7i,D000075222
DB00331,let-7i,D013964
DB00331,let-7i,D000077274
DB00331,let-7i,D007938
DB00331,let-7i,D006402
DB00331,let-7i,D010911
DB00331,let-7i,D012509
DB00331,let-7i,D010182
DB00331,let-7i,D011230
DB00331,let-7i,D007333
DB00331,let-7i,D001008
DB00331,let-7i,D001523
DB00331,let-7i,D010922
DB00331,let-7i,D019970
DB00331,let-7i,D011658
DB00331,let-7i,D019636
DB00331,let-7i,D004314
DB00331,let-7i,D003922
DB00331,let-7i,D008107
DB00331,let-7i,D000163
DB00331,let-7i,D006509
DB00331,let-7i,D020345
DB00331,let-7i,D005922
DB00331,let-7i,D012128
DB00331,let-7i,D005355
DB00331,let-7i,D001327
DB00331,let-7i,D055370
DB00331,let-7i,D000437
DB00331,let-7i,D012595
DB00331,let-7i,D020961
DB00331,let-7i,D011832
DB00331,let-7i,D050197
DB00331,let-7i,D008269
DB00331,let-7i,D016403
DB00331,let-7i,D002545
DB00331,let-7i,D002972
DB00331,let-7i,D054990
DB00331,let-7i,D009157
DB00331,let-7i,D000026
DB00331,let-7i,D006973
DB00331,let-7i,D058226
DB00331,let-7i,D015212
DB00331,let-7i,D020388
DB00331,let-7i,D015428
DB00331,let-7i,D008659
DB00331,let-7i,D017379
DB00331,let-7i,D010190
DB00331,let-7i,D009062
DB00331,let-7i,D014029
DB00331,let-7i,D002295
DB00331,let-7i,D000236
DB00331,let-7i,D060825
DB00331,let-7i,D014397
DB00331,let-7i,D009103
DB00331,let-7i,D003424
DB00331,let-7i,D013921
DB00331,let-7i,D011655
DB00331,let-7i,D015535
DB00331,let-7i,D053201
DB00331,let-7i,D015464
DB00331,let-7i,D012859
DB00331,let-7i,D054198
DB00331,let-7i,D003327
DB00331,let-7i,D004833
DB00331,let-7i,D004827
DB00331,let-7i,D005317
DB00331,let-7i,D006976
DB00331,let-7i,D016543
DB00331,let-7i,D015470
DB00331,let-7i,D008527
DB00331,let-7i,D002294
DB00331,let-7i,D052016
DB00331,let-7i,D065626
DB00331,let-7i,D009447
DB00331,let-7i,D006223
DB00331,let-7i,D063647
DB00331,let-7i,D002446
DB00331,let-7i,D014277
DB00331,let-7i,D017545
DB00331,let-7i,D010534
DB00331,let-7i,D015427
DB00331,let-7i,D014605
DB00331,let-7i,D017086
DB00331,let-7i,D003072
DB00331,let-7i,D005706
DB00331,let-7i,D014890
DB00331,let-7i,D065627
DB00331,let-7i,D003323
DB00331,let-7i,D009080
DB00331,let-7i,D057765
DB00331,let-7i,D004719
DB00331,let-7i,D011014
DB00331,let-7i,D050171
DB00331,let-7i,D000690
DB00331,let-7i,D011470
DB00331,let-7i,D009202
DB00331,let-7i,D014947
DB00331,let-7i,D014652
DB00331,let-7i,D056735
DB00331,let-7i,D010518
DB00331,let-7i,D008180
DB00331,let-7f,D003920
DB00331,let-7f,D008175
DB00331,let-7f,D000544
DB00331,let-7f,D010003
DB00331,let-7f,D002357
DB00331,let-7f,D058186
DB00331,let-7f,D005757
DB00331,let-7f,D056770
DB00331,let-7f,D006967
DB00331,let-7f,D003872
DB00331,let-7f,D000077273
DB00331,let-7f,D020964
DB00331,let-7f,D000077277
DB00331,let-7f,D011225
DB00331,let-7f,D012559
DB00331,let-7f,D002583
DB00331,let-7f,D000086382
DB00331,let-7f,D000072660
DB00331,let-7f,D008171
DB00331,let-7f,D000077195
DB00331,let-7f,D018239
DB00331,let-7f,D010300
DB00331,let-7f,D018805
DB00331,let-7f,D014657
DB00331,let-7f,D004769
DB00331,let-7f,D013981
DB00331,let-7f,D006949
DB00331,let-7f,D008228
DB00331,let-7f,D008113
DB00331,let-7f,D018281
DB00331,let-7f,D002296
DB00331,let-7f,D002658
DB00331,let-7f,D006333
DB00331,let-7f,D013274
DB00331,let-7f,D008268
DB00331,let-7f,D003930
DB00331,let-7f,D006689
DB00331,let-7f,D002386
DB00331,let-7f,D058922
DB00331,let-7f,D009298
DB00331,let-7f,D001172
DB00331,let-7f,D009190
DB00331,let-7f,D013119
DB00331,let-7f,D007674
DB00331,let-7f,D006526
DB00331,let-7f,D016640
DB00331,let-7f,D002318
DB00331,let-7f,D007246
DB00331,let-7f,D053713
DB00331,let-7f,D002779
DB00331,let-7f,D024821
DB00331,let-7f,D006323
DB00331,let-7f,D005910
DB00331,let-7f,D000081029
DB00331,let-7f,D009133
DB00331,let-7f,D003865
DB00331,let-7f,D029424
DB00331,let-7f,D015433
DB00331,let-7f,D009767
DB00331,let-7f,D001281
DB00331,let-7f,D003928
DB00331,let-7f,D007249
DB00331,let-7f,D015451
DB00331,let-7f,D055959
DB00331,let-7f,D006332
DB00331,let-7f,D000075222
DB00331,let-7f,D013964
DB00331,let-7f,D000077274
DB00331,let-7f,D006402
DB00331,let-7f,D010911
DB00331,let-7f,D011085
DB00331,let-7f,D012509
DB00331,let-7f,D010182
DB00331,let-7f,D011230
DB00331,let-7f,D007333
DB00331,let-7f,D001008
DB00331,let-7f,D001523
DB00331,let-7f,D010922
DB00331,let-7f,D019970
DB00331,let-7f,D019636
DB00331,let-7f,D004314
DB00331,let-7f,D003922
DB00331,let-7f,D008107
DB00331,let-7f,D000163
DB00331,let-7f,D006509
DB00331,let-7f,D020345
DB00331,let-7f,D005922
DB00331,let-7f,D012128
DB00331,let-7f,D005355
DB00331,let-7f,D001327
DB00331,let-7f,D000437
DB00331,let-7f,D012595
DB00331,let-7f,D058065
DB00331,let-7f,D020961
DB00331,let-7f,D011832
DB00331,let-7f,D008269
DB00331,let-7f,D002545
DB00331,let-7f,D002972
DB00331,let-7f,D054990
DB00331,let-7f,D016889
DB00331,let-7f,D009157
DB00331,let-7f,D000026
DB00331,let-7f,D006973
DB00331,let-7f,D058226
DB00331,let-7f,D000077192
DB00331,let-7f,D015212
DB00331,let-7f,D020388
DB00331,let-7f,D015428
DB00331,let-7f,D017379
DB00331,let-7f,D010190
DB00331,let-7f,D009062
DB00331,let-7f,D014029
DB00331,let-7f,D002295
DB00331,let-7f,D000083242
DB00331,let-7f,D000236
DB00331,let-7f,D060825
DB00331,let-7f,D014397
DB00331,let-7f,D003424
DB00331,let-7f,D013921
DB00331,let-7f,D011655
DB00331,let-7f,D015535
DB00331,let-7f,D053201
DB00331,let-7f,D015464
DB00331,let-7f,D012859
DB00331,let-7f,D004715
DB00331,let-7f,D054198
DB00331,let-7f,D003327
DB00331,let-7f,D004833
DB00331,let-7f,D004827
DB00331,let-7f,D005317
DB00331,let-7f,D006976
DB00331,let-7f,D016543
DB00331,let-7f,D015470
DB00331,let-7f,D008527
DB00331,let-7f,D002294
DB00331,let-7f,D052016
DB00331,let-7f,D065626
DB00331,let-7f,D009447
DB00331,let-7f,D006223
DB00331,let-7f,D016393
DB00331,let-7f,D063647
DB00331,let-7f,D002446
DB00331,let-7f,D014277
DB00331,let-7f,D017545
DB00331,let-7f,D010534
DB00331,let-7f,D015427
DB00331,let-7f,D014605
DB00331,let-7f,D017086
DB00331,let-7f,D003072
DB00331,let-7f,D005706
DB00331,let-7f,D000860
DB00331,let-7f,D002278
DB00331,let-7f,D007511
DB00331,let-7f,D013272
DB00331,let-7f,D008288
DB00331,let-7f,D003876
DB00331,let-7f,D010001
DB00331,let-7f,D007248
DB00331,let-7f,D000755
DB00331,let-7f,D054058
DB00331,let-7f,D004938
DB00331,let-7f,C536629
DB00331,let-7f,D018979
DB00331,let-7f,D055113
DB00544,let-7a,D001228
DB00544,let-7a,D020370
DB00544,let-7a,D006457
DB00544,let-7a,D000751
DB00544,let-7a,D018218
DB00544,let-7a,D012173
DB00544,let-7a,D058249
DB00544,let-7a,D004806
DB00544,let-7a,D011671
DB00544,let-7a,C537017
DB00544,let-7a,D060825
DB00544,let-7a,D009456
DB00544,let-7a,D006561
DB00544,let-7a,D059226
DB00544,let-7a,C535531
DB00544,let-7a,D014929
DB00544,let-7a,D018269
DB00544,let-7a,D014890
DB00544,let-7a,D057765
DB00544,let-7a,C536629
DB00544,let-7e,D034701
DB00544,let-7e,D006566
DB00544,let-7e,D000072716
DB00544,let-7e,D056770
DB00544,let-7e,D004769
DB00544,let-7e,D010505
DB00544,let-7e,D010520
DB00544,let-7e,D001661
DB00544,let-7e,D007246
DB00544,let-7e,D018218
DB00544,let-7e,D012173
DB00544,let-7e,D058249
DB00544,let-7e,D004806
DB00544,let-7e,D011671
DB00544,let-7e,C537017
DB00544,let-7e,D060825
DB00544,let-7e,D009456
DB00544,let-7e,D006561
DB00544,let-7e,D059226
DB00544,let-7e,C535531
DB00544,let-7e,D014929
DB00544,let-7e,D018269
DB00544,let-7e,D014890
DB00544,let-7e,D057765
DB00544,let-7e,C536629
DB00544,let-7d,D034701
DB00544,let-7d,D006566
DB00544,let-7d,D000072716
DB00544,let-7d,D056770
DB00544,let-7d,D004769
DB00544,let-7d,D013981
DB00544,let-7d,D010505
DB00544,let-7d,D010520
DB00544,let-7d,D001661
DB00544,let-7d,D007246
DB00544,let-7d,D001228
DB00544,let-7d,D020370
DB00544,let-7d,D006457
DB00544,let-7d,D000751
DB00544,let-7d,D011671
DB00544,let-7d,C537017
DB00544,let-7d,D060825
DB00544,let-7d,D009456
DB00544,let-7d,D006561
DB00544,let-7d,D059226
DB00544,let-7d,C535531
DB00544,let-7d,D014929
DB00544,let-7d,D018269
DB00544,let-7d,D014890
DB00544,let-7d,D057765
DB00544,let-7d,C536629
DB00544,let-7c,D003920
DB00544,let-7c,D000544
DB00544,let-7c,D002357
DB00544,let-7c,D009203
DB00544,let-7c,D058186
DB00544,let-7c,D009765
DB00544,let-7c,D005757
DB00544,let-7c,D006967
DB00544,let-7c,D003872
DB00544,let-7c,D000077273
DB00544,let-7c,D020964
DB00544,let-7c,D000077277
DB00544,let-7c,D012559
DB00544,let-7c,D010051
